0.0,7.5
0.0,8.0
0.0,8.5
0.0313725471497,9.0
0.0705882310867,9.5
0.10588234663,10.0
0.117647051811,10.0
0.129411756992,10.5
0.129411756992,10.5
0.141176462173,11.0
0.160784304142,11.5
0.188235282898,12.0
0.207843124866,12.5
0.239215672016,13.0
0.250980377197,13.5
0.282352924347,14.0
0.301960766315,14.5
0.31764703989,15.0
0.333333313465,15.5
0.337254881859,16.0
0.352941155434,16.5
0.360784292221,17.0
0.384313702583,17.5
0.384313702583,18.0
0.399999976158,18.5
0.411764681339,19.0
0.411764681339,19.5
0.411764681339,20.0
0.427450954914,20.5
0.431372523308,21.0
0.431372523308,21.5
0.458823502064,22.0
0.458823502064,22.5
0.474509775639,22.5
0.478431344032,23.0
0.482352912426,23.5
0.482352912426,24.0
0.48627448082,24.0
0.490196049213,24.5
0.494117617607,25.0
0.494117617607,25.5
0.509803891182,26.0
0.509803891182,26.5
0.509803891182,27.0
0.517647027969,27.5
0.517647027969,28.0
0.521568655968,28.5
0.529411792755,29.0
0.533333301544,29.5
0.537254929543,30.0
0.541176438332,31.0
0.541176438332,32.0
0.54509806633,33.0
0.556862711906,33.0
0.556862711906,34.0
0.568627476692,35.0
0.57647061348,35.0
0.580392122269,36.0
0.580392122269,37.0
0.584313750267,38.0
0.584313750267,39.0
0.596078395844,40.0
0.600000023842,45.0
0.619607806206,50.0
0.623529434204,55.0
0.650980353355,55.0
0.658823490143,60.0
0.658823490143,65.0
0.662745118141,70.0
0.662745118141,75.0
0.674509763718,80.0
0.678431391716,85.0
0.690196037292,87.0

